module_id,code,name,filtered_data
8188,LIHL-112F,Filipino for Filipino Speakers,LIHL112F
8205,MCWP-040,Critical Writing,MCWP40
8213,LIHL-114F,Beginning Vietnamese for Vietn,LIHL114F
8221,ETHN-174,Themes/Afro-Americn Literature,ETHN174
8222,MCWP-041,Special Study in Writing,MCWP41
8226,MCWP-050,Critical Writing,MCWP50
8228,GPPS-451,Public Opinion/Foreign Policy,GPPS451
8249,COMM-111G,CCP: Popular Culture,COMM111G
8257,HDS-001,Intro/HumanDevelopmentScience,HDS1
8266,MUS-001A,Fundamentals of Music A,MUS1A
8274,LIHL-117F,Persian for Persian Speakers,LIHL117F
8290,MUS-002A,Basic Musicianship,MUS2A
8294,HDS-111,Evolution in Human Development,HDS111
8295,LIHL-118F,Cantonese for Cantonese Spkrs,LIHL118F
8303,MUS-002AK,Basic Keyboard,MUS2AK
8317,COMM-160,Poli Economy-Internatl Comm,COMM160
8348,LIHL-124F,Int Vietnamese/Vietnamese Spkr,LIHL124F
8349,SE-001,Intro. to Structures & Design,SE1
8354,HDS-150,Senior Seminar,HDS150
8357,MUS-006,Electronic Music,MUS6
8359,LIHL-132F,Adv Filipino/Filipino Spkrs,LIHL132F
8360,MUS-007,"Music, Media and Technology",MUS7
8366,MUS-008,American Music: Jazz Cultures,MUS8
8373,HDS-175,PowerWealth&Inequality/HumDev,HDS175
8377,HDS-181,Exper Proj/Human Dev. Resear,HDS181
8380,USP-004,Intro/Geographic Info Systems,USP4
8383,USP-005,Intro to Real Estate/Develmnt,USP5
8385,LIHL-134F,Adv Vietnamese/Vietnamese Spkr,LIHL134F
8396,USP-001,History/US Urban Communities,USP1
8400,MUS-012,Opera,MUS12
8401,CSE-003,Fluency/Information Technology,CSE3
8423,SE-101A,Mechanics I: Statics,SE101A
8425,USP-015,Urban Econ/Plan&Development,USP15
8428,USP-025,Real Estate/Principle&Analysis,USP25
8430,CSE-005,Principles and Practice of AI,CSE5
8435,MUS-014,Contemporary Music,MUS14
8436,SE-101C,Mechanics III: Vibrations,SE101C
8440,MUS-015,Popular Music,MUS15
8443,USP-050,Real Estate & Dev Colloquium,USP50
8445,HDS-191,Field Resrch/Human Development,HDS191
8447,MUS-017,Hip-Hop,MUS17
8449,USP-060,Practice of Planning Research,USP60
8454,LIHL-138F,Adv Cantonese for Canto Spkrs,LIHL138F
8459,MUS-019R,Blacktronika: Afrofuturism,MUS19R
8461,CSE-008A,Intro to Programming 1,CSE8A
8476,MUS-020R,Exploring the Musical Mind,MUS20R
8478,MUS-120A,Hist Mus in Westrn Culture I,MUS120A
8479,HDS-060,Intro to Statistical Analysis,HDS60
8484,HDS-124,Lifespan Cognitive Development,HDS124
8493,LIIT-001A,Italian Conversation,LIIT1A
8509,CSE-011,Accel. Intro to Programming,CSE11
8514,MUS-032,Instrumental Instruction,MUS32
8516,SE-105,Structural Materials,SE105
8527,MUS-032V,Vocal Instruction,MUS32V
8531,MUS-032VM,Vocal Master Class,MUS32VM
8565,MUS-043,Department Seminar,MUS43
8569,CSE-029,Sys Prog and Software Tools,CSE29
8575,LIPO-001A,Portuguese Conversation,LIPO1A
8601,SE-131B,Finite Element Analysis: Beam,SE131B
8615,MUS-095C,Concert Choir,MUS95C
8617,SE-125,"Stats, Probability&Reliability",SE125
8628,MUS-095D,Symphonic Chorus,MUS95D
8630,SE-130A,Structural Analysis I,SE130A
8632,CSE-030,Computer Organization,CSE30
8636,LIPO-001D,Portuguese Conversation,LIPO1D
8637,MUS-095E,Chamber Orchestra,MUS95E
8640,USP-124,Land Use Planning,USP124
8644,CSE-110,Software Engineering,CSE110
8648,MUS-095F,Percussion Ensemble,MUS95F
8650,MUS-095G,Gospel Choir,MUS95G
8660,HIEA-137,Women & Family/Chinese History,HIEA137
8661,CSE-012,Basic Data Struct & OO Design,CSE12
8673,USP-125,The Design of Social Research,USP125
8682,LISL-001A,American Sign Lang Conversatn,LISL1A
8687,LISL-001AR,"ASL Language and Culture, LV 1",LISL1AR
8693,HIEA-150,"Modern Korea, 1800-1945",HIEA150
8696,MUS-095JC,Jazz Chamber Ensembles,MUS95JC
8698,LISL-001B,American Sign Lang Conversatn,LISL1B
8700,CSE-087,First-year Seminar,CSE87
8706,CSE-088,LearnSustainableWell-Being/CSE,CSE88
8707,LISL-001D,American Sign Lang Conversatn,LISL1D
8709,CSE-089,Intro to CSE Seminar,CSE89
8725,MUS-095L,Wind Ensemble,MUS95L
8731,CSE-095,Tutor Apprentice,CSE95
8742,MUS-095W,World Music Ensembles,MUS95W
8754,CSE-103,Practical Intro/Prob & Stats,CSE103
8756,MUS-095P,Persian Music Ensemble,MUS95P
8757,LISP-018,Intermed Spanish/Health Sci,LISP18
8761,MUS-101A,Music Theory and Practice I,MUS101A
8762,USP-136,Community Organizing,USP136
8778,LISP-001A,Spanish Conversation,LISP1A
8782,CSE-107,Intro to Modern Cryptography,CSE107
8786,LISP-001B,Spanish Conversation,LISP1B
8798,LISP-001D,Spanish Conversation,LISP1D
8806,LISP-015,Intermediate Spanish/Soc Sci,LISP15
8807,USP-141A,Life Course Scholars Research,USP141A
8813,SE-163,Nondestructive Evaluation,SE163
8817,MUS-103A,Seminar in Composition I,MUS103A
8824,SE-164,Sensors/Data Acquisition SE,SE164
8825,USP-142C,Urban Challenges: Food Systems,USP142C
8827,USP-143,The US Health Care System,USP143
8830,USP-144,Environ/Prevent Health Issues,USP144
8857,MUS-170,Art of Sound,MUS170
8861,USP-150,Real Estate/Law & Regulation,USP150
8866,CSE-127,Intro to Computer Security,CSE127
8870,USP-151,Real Estate Plan & Development,USP151
8890,USP-152B,Adv. RED Finance & Invest,USP152B
8897,SE-180,Earthquake Engineering,SE180
8900,USP-154,Global Justice/Theory & Action,USP154
8916,MUS-107,Critical Studies Seminar,MUS107
8921,LTAM-120,Ecocriticism in Latin America,LTAM120
8927,CSE-134B,Web Client Languages,CSE134B
8947,LTCH-101,Readings/Contemp Chinese Lit,LTCH101
8950,USP-161,Environ Design & Crime Prevent,USP161
8956,MUS-111,Topics/World Music Traditions,MUS111
8972,SE-203A,Structural Dynamics I,SE203A
8976,USP-165C,Adv.SpecTopics/Transportation,USP165C
8982,MUS-113,Topic/Classic&Romantc & Modern,MUS113
9001,USP-169,Intro to Green Building,USP169
9009,LTCO-201,Theory&Methods of Lit Analysis,LTCO201
9020,SE-220,Seismic Isolatn &Energy Dissip,SE220
9032,USP-171,Sustainable Development,USP171
9038,HIEU-113,Russian Empire 1775-1917,HIEU113
9061,CSE-150A,AI: Probabilistic Models,CSE150A
9068,MUS-127,Discover Jazz,MUS127
9076,CSE-150B,AI: Search and Reasoning,CSE150B
9079,SE-233,Computational Tech/Finite Elmn,SE233
9091,SE-241,Advanced Soil Mechanics,SE241
9098,HIEU-116C,Greece/Balkans/20th Century,HIEU116C
9100,MUS-130,Chamber Music Performance,MUS130
9101,MUS-131,Advd Improvisation Performance,MUS131
9105,MUS-132,Pro-Seminar/Instrmntl Instruct,MUS132
9106,CSE-151A,ML: Learning Algorithms,CSE151A
9109,SE-244,Numerical Methods/Geomechanics,SE244
9115,MUS-132R,Recital Preparation,MUS132R
9119,USP-175,Site Analysis,USP175
9120,MUS-132V,Pro-Seminar in Vocal Instruct,MUS132V
9121,HIEU-118,Americanization in Europe,HIEU118
9128,SE-248,Engineering Properties of Soil,SE248
9135,SE-253A,Mech/Design Composite Str,SE253A
9137,MUS-134,Symphonic Orchestra,MUS134
9141,CSE-152A,Intro to Comp Vision I,CSE152A
9143,USP-177A,Urban Design Practicum,USP177A
9144,MUS-137A,Jazz Theory and Improvisation,MUS137A
9163,USP-179,"Urban Design,Theory & Practice",USP179
9174,MUS-143,Department Seminar,MUS143
9175,HIEU-124,The Age of Alexander,HIEU124
9177,CSE-151B,Deep Learning,CSE151B
9192,HIGL-127,Sport in the Modern World,HIGL127
9207,CSE-158,Recommender Sys&Web Mining,CSE158
9216,MUS-175,Musical Psychoacoustics,MUS175
9219,USP-183,Geography/American Opportunity,USP183
9224,SE-263,Nondestructive Evaluation,SE263
9226,SE-264,Sensors/Data Acquisition SE,SE264
9233,USP-186,Senior Sequence Resrch Proposl,USP186
9235,CSE-158R,Recommender Sys&Web Mining,CSE158R
9241,CSE-020,Discrete Mathematics,CSE20
9247,MUS-176,Music Technology Seminar,MUS176
9255,CSE-021,Math/Algorithm&Systems Analys,CSE21
9257,LTCS-010,Studies in Popular Culture,LTCS10
9270,MUS-174A,Audio&MIDIStudioTechniques I,MUS174A
9272,SE-276A,Finite Elemnt in Solid Mech I,SE276A
9273,CSE-100,Advanced Data Structures,CSE100
9275,USP-185A,Real Estate Fin/Dev Studio I,USP185A
9276,LTCS-087,First-year Seminar,LTCS87
9292,LTCS-110,Popular Culture,LTCS110
9317,SE-285,Structural Optimization,SE285
9326,SE-290,Structural Engineering Seminar,SE290
9330,LTCS-130,"Gender,Race/Ethn,Class&Culture",LTCS130
9334,MUS-199,Independent Study,MUS199
9339,SE-296,Independent Study,SE296
9348,SE-299,Graduate Research,SE299
9351,MUS-201A,Projects in New Music Prfrmnce,MUS201A
9353,SE-501,Teaching Experience,SE501
9358,MUS-201B,Projects in New Music Prfrmnce,MUS201B
9362,USP-191A,Int. GIS for Urban & Comm Plan,USP191A
9365,MUS-201C,Projects in New Music Prfrmnce,MUS201C
9371,MUS-201D,Projects in New Music Prfrmnce,MUS201D
9376,SIO-003,Life in the Oceans,SIO3
9386,HIEU-152,Everyday Life/Dictatorial Soc,HIEU152
9387,LTCS-165,Spec Topics: Politics of Food,LTCS165
9389,SIO-020R,The Atmosphere,SIO20R
9390,LTCS-170,Visual Culture,LTCS170
9392,USP-193,San Diego Community Research,USP193
9406,USP-194,Research Seminar/Washington DC,USP194
9415,CSE-105,Theory of Computation,CSE105
9416,MUS-203D,Advanced Prjcts in Composition,MUS203D
9422,MUS-204,Focus on Composition,MUS204
9440,SIO-087,First-year Seminar,SIO87
9455,SIO-101,California Coast Oceanography,SIO101
9458,USP-265C,Adv.SpecTopics/Transportation,USP265C
9460,MUS-206,Experimental Studies Seminar,MUS206
9461,USP-271,Sustainable Development,USP271
9462,CSE-123,Computer Networks,CSE123
9463,LTCS-250,Topics in Cultural Studies,LTCS250
9477,VIS-001,Intr/Art-Making:2-D Practices,VIS1
9488,SIO-109R,Bending/Curve: Climate Change,SIO109R
9502,HIEU-184,Yugoslavia Before During After,HIEU184
9528,MUS-215A,Seminar/IntegrativeStudies I,MUS215A
9551,SIO-117,Physical Basis/Global Warming,SIO117
9558,LTEA-110A,Classicl Chinese Fict/Transltn,LTEA110A
9561,CSE-170,Human-Comp Interaction Design,CSE170
9581,CSE-140,Component&Desgn Tech/Digtl Sys,CSE140
9582,VIS-020,Intro to Art in Europe/America,VIS20
9599,VIS-023,Art History Methods,VIS23
9604,CSE-141,Intro/Computer Architecture,CSE141
9606,SIO-125,Biomechanics of Marine Life,SIO125
9607,VIS-030,Intro to Speculative Design,VIS30
9611,VIS-031,Undead Media All Things Zombie,VIS31
9619,LTEA-138,Japanese Films,LTEA138
9625,MUS-245,Focus on Performance,MUS245
9632,VIS-141A,Computer Programming/Arts I,VIS141A
9640,CSE-120,Operating Systems Principles,CSE120
9643,LTEA-140,Modern Korean Lit/Translation,LTEA140
9644,SIO-136,Marine Biology Laboratory,SIO136
9655,LTEA-143,Gndr&Sexuality/Kor'n Lit&Cult.,LTEA143
9667,HIGR-202A,Topical Research Seminar I,HIGR202A
9669,MUS-270D,Adv Projects in Computer Music,MUS270D
9678,VIS-041,Design Communication,VIS41
9687,VIS-042,Intro to Creative Coding,VIS42
9689,LTEN-028,Intr/Asian-American Literature,LTEN28
9692,VIS-060,Intro/Digital Photography,VIS60
9716,LTEN-022,Intro/Lit/Brtish Is:1660-1832,LTEN22
9717,HIGR-208,Grad. Professional Development,HIGR208
9718,MUS-298,Directed Research,MUS298
9721,VIS-070N,Introduction to Media,VIS70N
9722,MUS-299,Advncd Rsrch Prjcts&Indpnt Stu,MUS299
9726,MUS-500,Apprentice Teaching,MUS500
9735,NANO-004,Experience NanoEngineering,NANO4
9736,SIO-166,Environmental Archaeology,SIO166
9743,HIGR-240,Colloquium in Science Studies,HIGR240
9751,NANO-015R,Eng Comp Using MATLAB Online,NANO15R
9754,VIS-080,Introduction to Studio Major,VIS80
9755,SIO-171,Intro to Physical Oceanography,SIO171
9757,NANO-020L,IntroNanomaterialSynthesisLab,NANO20L
9758,HIGR-210,H. Scholar/Modern Chinese Hist,HIGR210
9767,SIO-175,Analysis Ocean/Atmosph Data,SIO175
9773,SIO-177,Fluid Dynamics,SIO177
9780,SIO-179,Ocean Instruments and Sensors,SIO179
9788,VIS-085A,Media History,VIS85A
9789,NANO-102,Foundatn NanoEng: Chem Princpl,NANO102
9792,LTEN-110,Topics: The Renaissance,LTEN110
9794,HIGR-236B,Rsrch Sem./History of Science,HIGR236B
9805,VIS-100,Introduction to Public Culture,VIS100
9815,VIS-100A,Design of Public Culture,VIS100A
9817,SIO-188,Biology of Fishes,SIO188
9819,SIO-189,"Pollution, Environmnt & Health",SIO189
9821,LTEN-117,Topics: The 17th Century,LTEN117
9830,SIO-190L,Spc Topic/Earth/Ocean/Atmo-Lab,SIO190L
9832,NANO-107,Elect Dev&Circuits for NanoEng,NANO107
9852,VIS-103D,History of Speculative Design,VIS103D
9858,CSE-167,Computer Graphics,CSE167
9868,LTEN-125,Romantic Poetry,LTEN125
9888,VIS-105A,Drawing: Representing/Subject,VIS105A
9889,CSE-101,Design & Analysis of Algorithm,CSE101
9898,VIS-105B,Drawing: Practices and Genre,VIS105B
9903,NANO-119,NanoEng System Design Seminar,NANO119
9911,VIS-105C,Drawing: Portfolio Projects,VIS105C
9912,SIOC-203A,Intro to Applied Mathematics,SIOC203A
9943,VIS-106A,Painting:  Image Making,VIS106A
9954,VIS-106B,Painting: Practices and Genre,VIS106B
9956,SIOC-204,Underwater Acoustics,SIOC204
9965,NANO-148,Thermodynamics of Materials,NANO148
9981,SIOC-207A,Intr/Digital Signal Processing,SIOC207A
9983,VIS-107A,Sculpture: Making the Object,VIS107A
9984,CSE-190,Top/Computer Sci & Engineering,CSE190
9991,CSE-191,Semnr/Computer Sci & Engineer,CSE191
9997,CSE-193,Introduction to CS Research,CSE193
10003,CSE-194,"Race, Gender & Computing",CSE194
10005,VIS-107C,Sculpture: Portfolio Projects,VIS107C
10013,LTEN-148,Genres/English&American Lit,LTEN148
10016,CSE-197,Field Study/Computer Sci&Engin,CSE197
10018,VIS-110E,Art/Public Spaces/Site Specifc,VIS110E
10039,SIOC-208,Seminar/Applied Ocean Sciences,SIOC208
10057,VIS-108,Advanced Projects in Art,VIS108
10058,SIOC-210,Physical Oceanography,SIOC210
10087,CSE-208,Advanced Cryptography,CSE208
10096,NANO-200,Grad Sem./Chem&NanoEngineering,NANO200
10104,NANO-201,Intro to NanoEngineering,NANO201
10107,HIGR-281,Global History/Modern Era,HIGR281
10110,CSE-209A,"Top/Sem/Algrthms,Complxty&Logc",CSE209A
10113,CSE-209B,Top/Seminar in Cryptography,CSE209B
10115,NANO-202,Intermolecular& Surface Forces,NANO202
10121,CSE-216,Interaction Design Research,CSE216
10137,CSE-219,Design at Large,CSE219
10146,NANO-227,Structure & Analysis of Solids,NANO227
10148,SIOC-214A,Intro To Fluid Mechanics,SIOC214A
10169,LTEN-179,Topic:Arab/Muslim Amer Identy,LTEN179
10184,CSE-227,Computer Security,CSE227
10198,NANO-247A,Advanced BioPhotonics,NANO247A
10221,LTEN-185,Themes/Afro-Americn Literature,LTEN185
10238,NANO-257,PolymerScience&Engineering,NANO257
10241,CSE-229A,Tops/Seminar/Computer Systems,CSE229A
10242,HILA-118,US Agression/Latin Am 1898-Prs,HILA118
10253,CSE-229C,Tops/Seminar/Computer Security,CSE229C
10273,NANO-265,Thermodynamics of Solids,NANO265
10274,SIOC-217A,Atmospheric & Climate Sci I,SIOC217A
10276,CSE-237C,Validation&Testing/EmbeddedSys,CSE237C
10294,CSE-239B,Top/Sem/Programming Languages,CSE239B
10307,SIOC-218,Cloud Dynamics and Climate,SIOC218
10348,HILA-135,Knowledge & Science 1500-1800,HILA135
10355,NANO-299,Grad Research NanoEngineering,NANO299
10369,NEUG-200A,Molecular&CellularNeuroscience,NEUG200A
10377,CSE-249E,Seminar in Embedded Systems,CSE249E
10386,SIOC-221A,Anlys/Physicl Oceanograph Data,SIOC221A
10387,CSE-251U,Unsupervised Learning,CSE251U
10391,HILA-169,Schlr/Latin American 20th Cent,HILA169
10395,SIOC-222,Underwater Bioacoustics,SIOC222
10400,SIOG-223A,Geophysical Data Analysis I,SIOG223A
10401,NEUG-221,Advanced Topics/Neuroscience,NEUG221
10420,LTEN-258,African/Diaspora Literature,LTEN258
10421,SIOG-225,Physics of Earth Materials,SIOG225
10427,LTEN-259,Transnational Literary Studies,LTEN259
10433,CSE-256,Statistical Natural Lang Proc,CSE256
10442,HILA-269,Schlr/Latin American 20th Cent,HILA269
10467,CSE-258,Recommender Sys&Web Mining,CSE258
10472,CSE-258R,Recommender Sys&Web Mining,CSE258R
10479,HILD-010,East Asia: The Great Tradition,HILD10
10491,CSE-210,Principle/Software Engineering,CSE210
10509,VIS-124E,The Production of Nature,VIS124E
10510,HILD-014,Film & History in Latin Amer,HILD14
10528,HILD-030,History of Public Health,HILD30
10564,LTEU-141,French Literature/Translation,LTEU141
10585,LTEU-150A,Russian&Soviet Lit/1800-1860,LTEU150A
10618,CSE-293,Spec Proj/Computer Sci & Engin,CSE293
10624,LTFR-002A,Intermediate French I,LTFR2A
10634,CSE-270,Discrete Differential Geometry,CSE270
10638,CSE-240A,Princ/Computer Architecture,CSE240A
10642,SIOG-239,Special Topics in Geophysics,SIOG239
10650,SIOG-240,Marine Geology,SIOG240
10651,VIS-126P,Latin American Art: 1890-1950,VIS126P
10692,CSE-260,Parallel Computation,CSE260
10723,CSE-276A,Introduction to Robotics,CSE276A
10725,HINE-118,Middle East/Twentieth Century,HINE118
10730,LTFR-104,Adv French Reading and Writing,LTFR104
10732,NEUG-265,Mechanisms of Pain,NEUG265
10733,CSE-276C,Mathematics for Robotics,CSE276C
10762,CSE-250A,Probabilistic Reason&Learning,CSE250A
10765,HINE-125,Jews in Greek and Roman World,HINE125
10781,VIS-128E,Topics/Art History of Asia,VIS128E
10788,VIS-129F,Seminar/Art Theory & Criticism,VIS129F
10793,CSE-202,Algorithm Design and Analysis,CSE202
10805,HINE-137,Two Peoples-Palestine/Israel,HINE137
10808,CSE-290,Sem/Computer Sci & Engineering,CSE290
10814,HINE-144,Topics/Middle Eastern History,HINE144
10822,HINE-145,Islam and Science,HINE145
10829,NEUG-276,Neurosciences Research Rounds,NEUG276
10858,VIS-131,Special Projects in Media,VIS131
10874,VIS-133A,Studio Topics in Spec Design,VIS133A
10937,VIS-142,Practices in Computing Arts,VIS142
10968,VIS-145B,Time&Process Digital Media II,VIS145B
10974,CSE-292,Faculty Research Seminar,CSE292
10989,CSE-291A,Topics in AI,CSE291A
11007,CSE-291I,Topics in Human-comp Interact,CSE291I
11008,VIS-146B,Comp Controlled Fab Art II,VIS146B
11016,VIS-147A,Electronic Technologies/Art I,VIS147A
11022,CSE-291Y,Topics in Comp Sys & Security,CSE291Y
11023,NEUG-210,Neurosciences Boot Camp,NEUG210
11024,SIOB-262,Marine Chemical Biology Seminr,SIOB262
11025,CSE-294,Research Meeting in CSE,CSE294
11033,VIS-147B,Electronic Technologies/Art II,VIS147B
11034,CSE-297,Field Study CompSci/Engin,CSE297
11038,CSE-298,Independent Study,CSE298
11041,NEUG-299,Neurosciences Research,NEUG299
11042,CSE-299,Research,CSE299
11051,CSE-500,Teaching Assistantship,CSE500
11053,VIS-149,Contemporary Computer Topics,VIS149
11057,HISA-122,History and Lit. in South Asia,HISA122
11063,LTGK-001,Beginning Greek,LTGK1
11064,CSE-599,Teaching Methods/Computer Sci,CSE599
11069,CSS-001,Prog Computational Social Sci,CSS1
11112,CSS-209,Comp Social Science Rsrch Sem,CSS209
11113,LTGK-103,Greek Drama,LTGK103
11115,CSS-211,Stats Methods for CSS,CSS211
11165,VIS-157D,USCivilRights:Art&Media,VIS157D
11176,VIS-158B,Photography After 1960,VIS158B
11177,SIOB-273,Professional Ethics in Science,SIOB273
11191,HISC-109,Invention of Tropical Disease,HISC109
11194,SIOB-275A,Benthic Ecology,SIOB275A
11195,DDPM-200,"Opps/Pharma,Biotech,&Mgd Care",DDPM200
11199,DDPM-201,Pharmacotherapy and Diseases,DDPM201
11202,DDPM-202,Pharma/SmMolecle&Macromolecule,DDPM202
11205,DDPM-203,Pre-Clin&Clin RegSubmiss&Strat,DDPM203
11219,VIS-162,Spec. Science&Design Invention,VIS162
11226,VIS-163,Design Research & Criticism,VIS163
11232,LTGM-002A,Intermediate German I,LTGM2A
11234,VIS-165,Black and White Darkroom,VIS165
11256,SIOB-278,Seminar in Ocean Biosciences,SIOB278
11267,SIOB-279,Ecology Seminar/BO,SIOB279
11274,VIS-164,Photographic Strategies,VIS164
11275,SIOB-280,Biological Oceanography,SIOB280
11300,DOC-001,Diversity,DOC1
11305,VIS-167,Social Engagement&Photography,VIS167
11335,SIOB-285,Physical-Biological Interactns,SIOB285
11343,DOC-100D,Promises&Contradictions/USCult,DOC100D
11358,DOC-500,Apprentice Teaching/Marshall,DOC500
11362,DSC-010,Principles of Data Science,DSC10
11378,DSC-020,Prgrmng/DataStruc for Data Sci,DSC20
11382,HISC-176,History/Medicine/E & SE Asia,HISC176
11395,DSC-030,DataStrc/Algrthms for Data Sci,DSC30
11413,VIS-174,Media Sketchbook,VIS174
11416,DSC-040A,Theor Fndtns of Data Sci I,DSC40A
11431,VIS-175,Editing - Theory & Practice,VIS175
11434,DSC-040B,Theor Fndtns of Data Sci II,DSC40B
11456,DSC-080,Practice of Data Science,DSC80
11479,HISC-276,History/Medicine/E & SE Asia,HISC276
11480,DSC-095,Tutor Appshp in Data Science,DSC95
11507,SIOB-296,Special Topics/Ocean Bio,SIOB296
11508,DSC-102,Systems for Scalable Analytics,DSC102
11514,HILD-002A,United States History,HILD2A
11516,SIOB-297,Marine Biology Seminar,SIOB297
11517,DSC-106,Intro to Data Visualization,DSC106
11529,VIS-179,Intermediate Projects in Media,VIS179
11533,DSC-123A,Optimization/Data Science I,DSC123A
11537,SIO-299,Research,SIO299
11540,DSC-140A,Probabilistic Modeling and ML,DSC140A
11546,VIS-180A,Documentary Evidence/Media Pra,VIS180A
11548,SIOB-218,Ocean & Coastal Law and Policy,SIOB218
11560,VIS-180B,Fic & Allegory/Curr Media Prac,VIS180B
11564,DSC-152,Applied Stat. Data Analysis,DSC152
11582,HILD-007A,Race & Ethnicity/United States,HILD7A
11587,SIOC-223,Proposal Writing / Exp Design,SIOC223
11597,DSC-180A,Data Science Project I,DSC180A
11612,DSC-190,Topics in Data Science,DSC190
11616,VIS-183B,Strategies of Alterity,VIS183B
11631,SIOC-299,CSP Capstone Project,SIOC299
11637,DSC-198,Dir Group Study/Data Science,DSC198
11639,SIOG-200B,Geophysics Research Skills II,SIOG200B
11642,DSC-200,Data Science Programming,DSC200
11658,SIOG-238,Numerical Methods,SIOG238
11660,DSC-204A,Scalable Data Systems,DSC204A
11694,SOCI-001,Introduction to Sociology,SOCI1
11697,DSC-210,Numerical Linear Algebra,DSC210
11706,DSC-212,Probs. & Stats. for DSC,DSC212
11731,DSC-240,Machine Learning,DSC240
11737,DSC-242,High-Dimensional Prob/Stats,DSC242
11764,VIS-200,Methods and Theories,VIS200
11766,SOCI-100,Classical Sociological Theory,SOCI100
11774,VIS-203,Working Critique,VIS203
11790,VIS-205,Intro/Grad Studies/Art Practic,VIS205
11802,VIS-207,Working Practice for AP PhD's,VIS207
11810,DSC-261,Responsible Data Science,DSC261
11815,VIS-209,Thesis Writing,VIS209
11835,LTWL-100,Mythology,LTWL100
11837,DSC-291,Topics in Data Science,DSC291
11838,SOCI-104,Fld Res:Meth/Participnt Observ,SOCI104
11841,DSC-293,Faculty Research Seminar,DSC293
11845,SOCI-105,Ethnographic Film: Media Meth,SOCI105
11853,DSC-295,Academia Survival Skills,DSC295
11868,DSC-500,Teaching Assistantship,DSC500
11872,DSC-599,Teaching Methods/Data Science,DSC599
11879,DSE-200,Python for Data Anlaysis,DSE200
11893,DSE-203,Data Integration and ETL,DSE203
11898,LTEU-110,European Romanticism,LTEU110
11922,DSE-250,Beyond Relational Data Models,DSE250
11932,DSE-290,Case Studies in Data Science,DSE290
11936,DSGN-001,Design of Everyday Things,DSGN1
11958,VIS-244,Relationships/Theory &Practice,VIS244
11960,DSGN-100,Prototyping,DSGN100
11965,SOCI-112,Social Psychology,SOCI112
11977,DSGN-119,Design at Large,DSGN119
12006,DSGN-201,HCD/Complex Sociotechnical Sys,DSGN201
12008,DSGN-219,Design at Large,DSGN219
12010,SOCI-117,"Language, Culture & Education",SOCI117
12011,VIS-256,Seminar in Media and New Media,VIS256
12029,LTAF-120,Lit & Film of Modern Africa,LTAF120
12037,ECE-005,Intro to ECE,ECE5
12061,SOCI-120T,"Spec Top/Cult,Lang&Soc Interac",SOCI120T
12082,ECE-015,Eng Computation: Prgrm in C,ECE15
12098,VIS-502,Graduate Teaching in Vis Arts,VIS502
12107,ECE-017,Object-Oriented Programming,ECE17
12110,ECE-018,Python Programming,ECE18
12111,SOCI-126,Social Organization/Education,SOCI126
12131,SOCI-129,The Family,SOCI129
12134,ECE-025,Introduction to Digital Design,ECE25
12143,HIEU-171,Topic/Twentieth Century Europe,HIEU171
12145,ECE-035,Introduction to Analog Design,ECE35
12156,SOCI-135,Medical Sociology,SOCI135
12160,WARR-099H,Independent Study,WARR99H
12166,ECE-045,Circuits and Systems,ECE45
12184,SOCI-140,Sociology Of Law,SOCI140
12187,LTFR-141,Topics/Literatures in French,LTFR141
12192,SOCI-141,Crime And Society,SOCI141
12198,SOCI-142,Social Deviance,SOCI142
12199,LTAM-110,Latin American Lit/Translation,LTAM110
12232,SOCI-148,Political Sociology,SOCI148
12237,WCWP-010A,The Writing Course A,WCWP10A
12255,ECE-065,Components & Circuits Lab,ECE65
12260,WCWP-010B,The Writing Course B,WCWP10B
12281,WCWP-100,Academic Writing,WCWP100
12291,ECE-030,Intro to Computer Engineering,ECE30
12309,SOCI-156,Sociology of Religion,SOCI156
12332,WES-237C,Hardware for Embedded Systems,WES237C
12349,WES-268A,Digtl Comm Sys I,WES268A
12352,ECE-100,Linear Electronic Systems,ECE100
12377,ECE-101,Linear Systems Fundamentals,ECE101
12402,ECE-111,Advanced Digital Design Proj,ECE111
12408,CGS-190,Honors Seminar,CGS190
12412,LTWL-110B,Folk and Fairy Tales,LTWL110B
12420,ECE-116,Adv Hardware & Software Dsn,ECE116
12428,CGS-198,Directed Group Study,CGS198
12443,CGS-500,Apprentice Teaching,CGS500
12447,ECE-121A,Power Sys Analysis & Fundmntls,ECE121A
12450,ECE-107,Electromagnetism,ECE107
12482,ECE-128A,Real Wrld Pwr Grid Operation,ECE128A
12485,HILA-132,Modern Mexico,HILA132
12507,HILA-122,ColonyToSocialistRepublic:Cuba,HILA122
12528,ECE-102,Intro/Active Circuit Design,ECE102
12545,SOCI-180,Social Movemnts&Social Protest,SOCI180
12558,LTWL-180,Film Studies&Lit:Film History,LTWL180
12560,ECE-135A,Semiconductor Physics,ECE135A
12604,SOCI-187,African Societies Through Film,SOCI187
12611,ECE-103,Fundamntls/Devices & Materials,ECE103
12613,SOCI-188E,Community&Social Change/Africa,SOCI188E
12621,LTWL-500,Apprentice Teaching/Literature,LTWL500
12634,HIUS-141,Economic Hist/United States II,HIUS141
12662,ECE-181,Physical Optics&Fourier Optics,ECE181
12758,ECE-143,Programming for Data Analysis,ECE143
12764,PH-045,Intro: Public Health Research,PH45
